142.5393447,71.64057998,1
176.7140956,76.14865542,0
168.4181785,45.96840161,1
141.8980545,64.07728905,1
174.3396578,87.15967177,0
166.0337181,50.68614841,1
160.0180625,47.57437511,1
148.0261077,49.21201967,1
146.281581,59.47391158,1
158.8317653,58.396218,0
180.7420372,103.3905654,0
166.3374417,102.142888,0
173.2833883,69.57781786,0
153.5540268,64.21426629,1
155.867935,53.30410127,1
143.9370543,60.91156342,1
168.0598835,54.91874421,0
135.2562538,61.76897564,1
177.2286376,98.22128379,0
168.4002617,68.27897993,0
175.8196374,75.6878598,0
147.2088207,71.91470902,1
143.4101933,70.25466739,1
184.0023346,101.0296023,0
179.9941395,82.91463154,0
150.581321,60.71624655,1
143.9200482,64.63599154,1
171.5613067,80.86742566,0
171.0917634,72.24031272,0
148.1625381,53.33421763,1
145.2916488,50.31307691,1
163.7915407,82.67117663,1
160.3197594,57.52783949,1
151.8196421,64.80884381,1
162.6724833,77.96466705,1
150.3120371,72.23105588,1
147.9065279,61.23632646,1
158.5757835,83.6079361,1
161.7493883,69.49571825,1
160.2908185,57.11077005,1
158.2419175,85.56107232,1
178.1444883,92.30898007,0
158.1862747,77.11418056,1
152.5895691,34.72666609,1
131.1273977,73.83481125,1
154.7959763,74.65321809,0
183.0966467,64.05785271,0
157.6740806,44.36280578,1
172.7391841,74.73017956,0
138.5758889,75.88078275,1
177.9294904,77.66715604,0
163.7204411,129.410122,0
177.9092339,113.2503094,0
142.8596964,58.79075666,1
134.0932725,60.88158179,1
139.3309187,50.94727899,1
161.4693695,45.80117027,1
159.9630217,75.37583014,0
158.272415,48.97376511,1
169.2229144,83.21845422,0
170.9833661,57.26852227,0
164.32512,72.10525226,1
144.9223785,65.81607146,1
161.3928705,51.19553074,0
173.213002,85.73721509,0
160.8713684,49.65055203,1
162.7634606,54.91954846,1
171.4205329,80.40997588,0
171.4610256,68.63804817,0
164.1230059,41.23383545,0
168.096226,69.52353258,0
153.2253068,58.07491316,1
173.1229682,117.7668917,0
199.2822511,55.75179928,0
141.8573719,63.648645,1
144.0775791,68.09782933,1
165.0537385,90.72013328,0
159.0205698,75.26937521,0
165.4790635,86.54622202,0
162.9186952,77.30707502,0
157.9004943,46.14417081,1
157.195575,76.05757143,1
167.4720967,67.67081367,0
148.9426665,61.95692679,1
184.6660751,78.14266923,0
173.7816213,54.46835757,0
186.5994933,82.19080006,0
180.5159267,70.42488418,0
171.1632224,75.07517632,1
153.5825326,57.01562953,1
144.3927917,49.66584381,1
172.5064953,81.79668789,0
170.9672098,69.54446916,0
164.8711385,75.46953342,0
139.0659727,55.14056088,1
171.0282427,74.7954068,0
147.425025,68.47480543,1
177.0294219,86.0358905,0
130.7627735,83.81226142,1
168.0056649,74.08027766,0
163.7128594,74.58872409,0
151.000864,85.80413054,1
188.8522241,69.48378601,0
176.6875383,86.28422599,0
144.1749247,61.04539955,1
190.2616152,97.10252458,0
133.9827252,61.53940031,1
177.2710736,75.99564021,0
178.8946419,78.25158421,0
141.6464472,61.13619954,1
152.3723814,73.42231034,0
178.1315966,48.33299534,0
170.6105691,54.68173273,0
182.5356395,70.87055723,0
151.5163043,71.71782359,1
171.3453199,59.74839156,0
149.0946244,61.61322534,1
154.1159173,82.4932717,0
165.7679235,82.83127696,0
145.7482346,43.99934018,1
161.1245625,72.19438206,1
156.0223093,57.7128837,1
133.2099703,65.67113792,1
130.8772036,48.49075755,1
155.0903141,77.24891146,1
149.1759067,93.23169166,0
168.0308738,63.64062288,1
172.6080901,55.18998258,0
145.0821277,45.5832851,1
